client_id,district_id,address_1,address_2,city,state,zipcode
C00002614,72,9601 Pine Circle,,Philadelphia,PA,44283
C00002615,64,875 Old Greenview Ave.,,Phoenix,AZ,45613
C00002616,50,71 New Street,,Buffalo,NY,14220
C00002617,50,296 Goldfield Street,,Buffalo,NY,14217
C00002618,17,456 Lafayette Street,,Milwaukee,WI,45289
C00002619,63,9907 Cambridge Ave.,,Norwalk,CT,49650
C00002620,63,755 East Central Lane,,Norwalk,CT,46752
C00002621,51,99 Galvin Road,,Springfield,MA,1111
C00002622,71,9624 Addison St.,,Somerville,MA,2143
C00002623,16,9931 Pheasant St.,,Baltimore,MD,47137
C00002625,57,22 Crescent Street,,New Bedford,MA,2742
C00002626,1,7803 Corona Lane,,New York City,NY,10154
C00002628,1,117 Princess St.,,New York City,NY,10185
C00002629,1,63 Van Dyke St.,,New York City,NY,10107
C00002630,64,36 East Charles St.,,Phoenix,AZ,44829
C00002631,18,7791 Beacon Court,,Albuquerque,NM,44860
C00002632,18,813 S. Edgewood Ave.,,Albuquerque,NM,40298
C00002633,1,8068 Circle Lane,,New York City,NY,10171
C00002635,67,949 Shore Street,,Danbury,CT,43796
C00002636,28,17 East Grand Dr.,,Anchorage,AK,43590
C00002637,64,6 Pulaski St.,,Phoenix,AZ,40691
C00002638,1,7370 Annadale Lane,,New York City,NY,10120
C00002639,45,449 Race Ave.,,Cheyenne,WY,42083
C00002640,45,688 South Sunnyslope Street,,Cheyenne,WY,43751
C00002642,22,26 Tower Rd.,,Virginia Beach,VA,49292
C00002643,54,8434 W. Academy St.,,Houston,TX,41782
C00002644,6,8013 Rockledge St.,,Seattle,WA,42372
C00002645,67,84 Philmont Street,,Danbury,CT,40511
C00002646,63,456 Bradford Ave.,,Norwalk,CT,41270
C00002647,9,26 Holly Street,,Boston,MA,2119
C00002648,9,71 Laurel Ave.,,Boston,MA,2228
C00002650,75,25 Halifax Dr.,,Rochester,NY,14642
C00002651,75,262 Windfall St.,,Rochester,NY,14643
C00002652,41,7183 Mechanic Street,,Manchester,NH,41178
C00002653,1,5 Hilltop Ave.,,New York City,NY,10129
C00002654,59,9241 Whitemarsh Dr.,,Quincy,MA,2269
C00002655,44,8414 Kingston Street,,Portland,ME,46399
C00002656,54,8 North Bay Road,,Houston,TX,41618
C00002657,73,7509 Peninsula Court,,New Britain,CT,49804
C00002658,11,761 Silver Spear Avenue,,Nashville,TN,40417
C00002659,46,938 Gartner Street,,San Diego,CA,46351
C00002661,1,1 Applegate St.,,New York City,NY,10009
C00002662,1,8673 Ridgeview Ave.,,New York City,NY,10022
C00002663,8,52 Glen Ridge Rd.,,Washington,DC,43353
C00002666,47,73 Roberts Road,,Charleston,WV,48414
C00002667,9,48 North Tailwater Ave.,,Boston,MA,2241
C00002668,9,305 Oxford Drive,,Boston,MA,2203
C00002669,51,1 Hartford Street,,Springfield,MA,1115
C00002670,45,5 Mayfair Court,,Cheyenne,WY,40205
C00002671,35,11 Van Dyke Rd.,,Sioux Falls,SD,46469
C00002672,7,55 Selby Dr.,,Denver,CO,41125
C00002673,65,48 Foster Ave.,,Newton,MA,2459
C00002674,65,420 Birch Hill Drive,,Newton,MA,2460
C00002675,31,10 W. Manor Station Dr.,,Des Moines,IA,42007
C00002676,61,79 San Juan Lane,,Fall River,MA,2724
C00002677,33,8594 Mechanic St.,,Salt Lake City,UT,49508
C00002678,33,1 N. Edgemont St.,,Salt Lake City,UT,47243
C00002679,1,8461 S. Edgefield Dr.,,New York City,NY,10022
C00002680,1,8750 Canterbury Circle,,New York City,NY,10168
C00002681,45,8179 East Big Rock Cove Lane,,Cheyenne,WY,41971
C00002682,45,7422 W. Lafayette Street,,Cheyenne,WY,43222
C00002683,48,937 Woodland Street,,Worcester,MA,1602
C00002684,74,52 Bedford Drive,,Chicago,IL,43289
C00002685,73,438 Shipley Lane,,New Britain,CT,43587
C00002686,19,9259 West Surrey St.,,Atlanta,GA,49373
C00002687,19,961 South Crescent Rd.,,Atlanta,GA,41948
C00002688,60,730 Railroad Lane,,Lynn,MA,1905
C00002689,16,94 N. Manhattan Dr.,,Baltimore,MD,47029
C00002690,58,6 Harrison Street,,Brockton,MA,2305
C00002691,47,9080 Smoky Hollow Rd.,,Charleston,WV,45173
C00002692,44,27 Greenview Street,,Portland,ME,43878
C00002693,46,328 Sunnyslope St.,,San Diego,CA,44691
C00002694,15,9602 Evergreen St.,,Louisville,KY,43825
C00002695,15,246 Holly Ave.,,Louisville,KY,42356
C00002696,2,513 North Dr.,,Jacksonville,FL,41592
C00002697,2,94 North Sussex Street,,Jacksonville,FL,46355
C00002698,31,7867 Wild Horse Dr.,,Des Moines,IA,49143
C00002699,31,8535 6th St.,,Des Moines,IA,42699
C00002700,34,7288 6th Dr.,,Little Rock,AR,41187
C00002701,1,4 Dunbar Ave.,,New York City,NY,10012
C00002702,7,805 Albany Street,,Denver,CO,41123
C00002703,2,9190 N. Hartford St.,,Jacksonville,FL,49254
C00002704,1,9 Poor House Ave.,,New York City,NY,10111
C00002705,43,991 Ashley Rd.,,Wilmington,DE,40722
C00002706,3,7144 Court Rd.,,Columbus,OH,48604
C00002707,45,29 10th Court,,Cheyenne,WY,49932
C00002708,73,3 Van Dyke Street,,New Britain,CT,40799
C00002709,26,6 Parker Lane,,Honolulu,HI,49027
C00002712,25,22 W. George St.,,Wichita,KS,44718
C00002713,36,28 10th Ave.,,Providence,RI,44545
C00002714,6,7633 Broad Road,,Seattle,WA,47686
C00002715,7,9847 Garfield St.,,Denver,CO,43068
C00002716,25,530 Border St.,,Wichita,KS,43650
C00002717,46,803 Overlook Drive,,San Diego,CA,47651
C00002718,46,7271 Cedar Dr.,,San Diego,CA,49808
C00002719,29,366 Edgewood Street,,Newark,NJ,49210
C00002720,1,8109 Redwood Drive,,New York City,NY,10013
C00002721,24,7600 Marvon Ave.,,New Orleans,LA,49064
C00002724,35,8168 Princess Drive,,Sioux Falls,SD,47310
C00002726,1,7677 Goldfield Lane,,New York City,NY,10261
C00002727,1,9276 North Essex St.,,New York City,NY,10279
C00002728,74,85 Marshall Street,,Chicago,IL,40001
C00002729,1,714 West Market Dr.,,New York City,NY,10038
C00002730,52,32 West Foxrun St.,,New Haven,CT,48301
C00002731,38,245 Valley Farms St.,,Bridgeport,CT,48342
C00002732,57,1 South Gonzales Street,,New Bedford,MA,2744
C00002733,3,3 George Drive,,Columbus,OH,40783
C00002734,3,9331 Fairfield Street,,Columbus,OH,44562
C00002735,64,7159 Eagle Avenue,,Phoenix,AZ,43514
C00002736,1,8 Prospect St.,,New York City,NY,10045
C00002738,1,904 Greystone Rd.,,New York City,NY,10185
C00002739,13,7309 River Dr.,,Oklahoma City,OK,41621
C00002740,36,702 2nd St.,,Providence,RI,48523
C00002741,41,9897 North Foxrun Avenue,,Manchester,NH,43116
C00002742,65,75 Marshall Drive,,Newton,MA,2461
C00002743,50,95 W. Hartford Drive,,Buffalo,NY,14211
C00002744,50,921 Westminster Ave.,,Buffalo,NY,14264
C00002745,54,631 Oak Drive,,Houston,TX,47247
C00002746,1,588 S. Buttonwood Road,,New York City,NY,10167
C00002747,6,89 Euclid St.,,Seattle,WA,46114
C00002748,6,8831 Lake View Ave.,,Seattle,WA,48407
C00002749,14,9688 Lake View Dr.,,Las Vegas,NV,43605
C00002750,14,79 Winding Way Ave.,,Las Vegas,NV,42056
C00002751,68,684 East St.,,Cranston,RI,41403
C00002752,48,7740 N. Hilltop St.,,Worcester,MA,1603
C00002754,66,8752 Branch Street,,Warwick,RI,47181
C00002755,1,29 Santa Clara Lane,,New York City,NY,10123
C00002756,31,20 East Harvey St.,,Des Moines,IA,47996
C00002758,1,70 Saxton St.,,New York City,NY,10128
C00002759,2,3 Gulf Avenue,,Jacksonville,FL,49831
C00002760,68,894 Somerset Street,,Cranston,RI,44171
C00002761,1,782 North Catherine Street,,New York City,NY,10114
C00002762,29,8626 Myrtle St.,,Newark,NJ,48981
C00002765,36,7114 Wrangler Lane,,Providence,RI,43645
C00002766,70,73 Edgemont St.,,Los Angeles,CA,47355
C00002767,70,311 Yukon Street,,Los Angeles,CA,46200
C00002768,1,405 Brook Lane,,New York City,NY,10166
C00002769,69,915 S. Summer Drive,,Lawrence,MA,1843
C00002770,1,8698 Logan St.,,New York City,NY,10081
C00002771,37,418 South Park St.,,Jackson,MS,44398
C00002772,37,419 Harvard Dr.,,Jackson,MS,47380
C00002773,49,221 Pennsylvania Dr.,,Burlington,VT,39069
C00002774,49,78 Pin Oak St.,,Burlington,VT,34941
C00002775,41,7445 Carson Lane,,Manchester,NH,49190
C00002776,31,74 Alderwood Ave.,,Des Moines,IA,41157
C00002777,46,8291 Rock Maple St.,,San Diego,CA,45758
C00002778,57,571 Marlborough Court,,New Bedford,MA,2744
C00002779,29,39 Gates Ave.,,Newark,NJ,49741
C00002780,29,648 Wild Horse Dr.,,Newark,NJ,48253
C00002781,46,6 Blackburn Street,,San Diego,CA,43759
C00002782,31,7818 Glenwood Ave.,,Des Moines,IA,44732
C00002783,1,994 Aspen Street,,New York City,NY,10035
C00002784,36,70 Bridgeton St.,,Providence,RI,43422
C00002785,22,7181 Vale Dr.,,Virginia Beach,VA,48759
C00002786,24,7187 Warren Ave.,,New Orleans,LA,46675
C00002787,41,9995 Addison St.,,Manchester,NH,46954
C00002788,49,97 Hartford Avenue,,Burlington,VT,26901
C00002789,1,342 W. Carpenter Street,,New York City,NY,10039
C00002790,16,62 Birchwood St.,,Baltimore,MD,41638
C00002791,60,91 Elm Drive,,Lynn,MA,1910
C00002794,18,534 Lake View Ave.,,Albuquerque,NM,47110
C00002795,18,570 Fulton St.,,Albuquerque,NM,45668
C00002796,15,994 N. Evergreen Dr.,,Louisville,KY,42428
C00002797,28,8559 Wilson Ave.,,Anchorage,AK,44274
C00002798,65,8 East Homestead Street,,Newton,MA,2462
C00002799,4,9809 Elm Road,,Charlotte,NC,47570
C00002800,2,127 St Louis Dr.,,Jacksonville,FL,47081
C00002801,75,82 College Drive,,Rochester,NY,14644
C00002802,1,8929 Pennsylvania Drive,,New York City,NY,10178
C00002803,68,73 Elizabeth St.,,Cranston,RI,45710
C00002804,68,547 Golden Star St.,,Cranston,RI,44728
C00002805,73,62 Race Road,,New Britain,CT,46532
C00002806,58,5 Vine Rd.,,Brockton,MA,2305
C00002808,8,8705 N. Harvey Drive,,Washington,DC,48088
C00002809,33,88 Peachtree Dr.,,Salt Lake City,UT,44534
C00002810,72,19 East Lake Forest St.,,Philadelphia,PA,46629
C00002811,1,69 Woodsman St.,,New York City,NY,10153
C00002812,55,8228 Shipley Street,,Lowell,MA,1851
C00002813,70,7090 Birchwood Court,,Los Angeles,CA,40617
C00002814,19,653 West Courtland St.,,Atlanta,GA,46772
C00002815,35,7137 Orange St.,,Sioux Falls,SD,45973
C00002816,35,781 East Lake Street,,Sioux Falls,SD,40418
C00002817,1,7118 N. Queen Ave.,,New York City,NY,10108
C00002818,54,123 North Saxon Drive,,Houston,TX,48576
C00002819,8,422 Summer Street,,Washington,DC,40980
C00002820,77,993 Sunset Dr.,,Syracuse,NY,13221
C00002821,45,9280 Selby Ave.,,Cheyenne,WY,41402
C00002822,50,281 Lawrence St.,,Buffalo,NY,14270
C00002823,70,995 East Linden Court,,Los Angeles,CA,41791
C00002824,39,979 Rock Creek Avenue,,Charleston,SC,40375
C00002825,65,874 Walt Whitman St.,,Newton,MA,2464
C00002826,59,154 Marvon Lane,,Quincy,MA,2269
C00002827,63,9316 Valley Rd.,,Norwalk,CT,46358
C00002828,14,86 Elm St.,,Las Vegas,NV,47952
C00002829,33,19 Oxford Dr.,,Salt Lake City,UT,42477
C00002830,51,72 Walnutwood Court,,Springfield,MA,1118
C00002831,68,217 Warren Street,,Cranston,RI,41727
C00002832,13,87 Windsor Lane,,Oklahoma City,OK,42978
C00002833,13,9631 Lakeview Road,,Oklahoma City,OK,45249
C00002834,52,3 Grand Rd.,,New Haven,CT,42673
C00002835,27,687 Marconi St.,,San Antonio,TX,44424
C00002836,38,968 Golden Star Road,,Bridgeport,CT,49132
C00002837,38,332 Heather Rd.,,Bridgeport,CT,45371
C00002838,65,251 South Road,,Newton,MA,2465
C00002839,72,16 North 2nd Street,,Philadelphia,PA,43548
C00002840,72,987 Saxon Court,,Philadelphia,PA,48964
C00002841,18,34 Parker St.,,Albuquerque,NM,45168
C00002842,74,91 Pilgrim St.,,Chicago,IL,49450
C00002843,70,320 South Glenholme Drive,,Los Angeles,CA,49318
C00002844,51,84 Honey Creek Street,,Springfield,MA,1119
C00002845,7,345 Wagon Street,,Denver,CO,48338
C00002846,1,12 North Nut Swamp Rd.,,New York City,NY,10036
C00002847,34,17 Brewery St.,,Little Rock,AR,41698
C00002848,34,780 Coffee Drive,,Little Rock,AR,48550
C00002849,19,694 Silver Spear Ave.,,Atlanta,GA,43327
C00002850,7,27 Longfellow Avenue,,Denver,CO,44579
C00002851,54,605 Garfield Street,,Houston,TX,45215
C00002852,26,67 Maiden Ave.,,Honolulu,HI,45973
C00002853,28,591 Pennsylvania St.,,Anchorage,AK,42322
C00002854,16,955 Old Lakeshore Dr.,,Baltimore,MD,43700
C00002855,16,7471 Trout Road,,Baltimore,MD,48570
C00002856,47,9063 Rockland Lane,,Charleston,WV,41782
C00002857,33,737 College Avenue,,Salt Lake City,UT,49666
C00002858,42,12 Alton Drive,,Billings,MT,48671
C00002859,68,371 West Rd.,,Cranston,RI,47429
C00002860,28,896 South Buttonwood Street,,Anchorage,AK,40160
C00002862,49,8433 Atlantic Ave.,,Burlington,VT,47774
C00002863,49,782 Applegate Street,,Burlington,VT,43258
C00002864,51,7859 Poplar Circle,,Springfield,MA,1128
C00002865,15,8076 SW. Cambridge Street,,Louisville,KY,47169
C00002866,15,736 Gulf Avenue,,Louisville,KY,42044
C00002867,1,4 Sherwood St.,,New York City,NY,10016
C00002868,14,9092 Nicolls Dr.,,Las Vegas,NV,41956
C00002869,1,75 Paris Hill Court,,New York City,NY,10087
C00002870,29,766 Hamilton Lane,,Newark,NJ,45024
C00002871,71,98 Pumpkin Hill Street,,Somerville,MA,2143
C00002872,77,3 Woodsman Court,,Syracuse,NY,13224
C00002873,16,772 Shore Ave.,,Baltimore,MD,47594
C00002874,34,574 Prince Street,,Little Rock,AR,46581
C00002875,46,7398 Circle St.,,San Diego,CA,45912
C00002876,1,87 Ryan St.,,New York City,NY,10033
C00002877,59,82 College Ave.,,Quincy,MA,2269
C00002878,68,8183 Roberts Ave.,,Cranston,RI,40826
C00002879,40,8810 Bald Hill Drive,,Fargo,ND,45831
C00002880,60,89 Wellington Ave.,,Lynn,MA,1904
C00002881,12,41 Bishop Lane,,Portland,OR,48053
C00002882,70,8807 Kingston Street,,Los Angeles,CA,49476
C00002883,30,44 Thatcher Ave.,,Boise,ID,41019
C00002884,40,8873 Coffee Rd.,,Fargo,ND,46225
C00002885,1,8667 Beechwood Ave.,,New York City,NY,10118
C00002886,1,9903 Roosevelt St.,,New York City,NY,10116
C00002887,2,97 Fremont Ave.,,Jacksonville,FL,42696
C00002888,1,8487 North Wellington Ave.,,New York City,NY,10019
C00002889,25,81 Mulberry St.,,Wichita,KS,40189
C00002890,62,533 Galvin Dr.,,Nashua,NH,45860
C00002891,62,756 Livingston Ave.,,Nashua,NH,43307
C00002892,3,8891 North Ave.,,Columbus,OH,46589
C00002893,2,9676 8th Street,,Jacksonville,FL,44856
C00002894,70,8282 North High Ridge Road,,Los Angeles,CA,47739
C00002895,70,8 Alderwood St.,,Los Angeles,CA,43533
C00002896,1,57 West Winchester St.,,New York City,NY,10022
C00002897,40,8856 W. 53rd Drive,,Fargo,ND,44381
C00002898,40,9843 High Ave.,,Fargo,ND,49529
C00002899,16,13 Roosevelt Court,,Baltimore,MD,40009
C00002900,18,724 Saxon St.,,Albuquerque,NM,45037
C00002901,25,3 SW. Mayflower Road,,Wichita,KS,47330
C00002902,8,67 Morris Lane,,Washington,DC,44837
C00002903,8,8431 Prince Dr.,,Washington,DC,43180
C00002904,64,66 East Oak Avenue,,Phoenix,AZ,48266
C00002905,64,333 New Saddle Rd.,,Phoenix,AZ,48994
C00002906,5,71 Pawnee Avenue,,Indianapolis,IN,49844
C00002907,5,449 Bowman Lane,,Indianapolis,IN,49390
C00002908,1,62 North Bank Lane,,New York City,NY,10161
C00002909,26,25 North Bradford Ave.,,Honolulu,HI,43982
C00002910,76,7725 Woodland Rd.,,Yonkers,NY,10705
C00002911,45,410 Arrowhead Ave.,,Cheyenne,WY,49713
C00002912,45,9104 Cooper Street,,Cheyenne,WY,46202
C00002913,44,10 Beaver Ridge Ave.,,Portland,ME,40152
C00002915,33,789 Green Hill St.,,Salt Lake City,UT,42044
C00002916,1,6 W. Logan St.,,New York City,NY,10027
C00002917,16,11 Oak St.,,Baltimore,MD,45530
C00002918,5,7400 Grandrose Ave.,,Indianapolis,IN,49133
C00002919,5,795 Princess Dr.,,Indianapolis,IN,47592
C00002920,44,9709 Hill Field Lane,,Portland,ME,49328
C00002921,64,2 Boston Street,,Phoenix,AZ,47466
C00002922,43,662 Rockcrest Drive,,Wilmington,DE,45130
C00002923,35,804 Glen Eagles Ave.,,Sioux Falls,SD,41807
C00002924,18,41 Indian Summer Ave.,,Albuquerque,NM,40439
C00002925,18,9561 East Peachtree Court,,Albuquerque,NM,47916
C00002926,27,166 High Ridge Lane,,San Antonio,TX,40693
C00002927,27,2 Sherwood Ave.,,San Antonio,TX,46613
C00002928,38,86 Depot Lane,,Bridgeport,CT,46203
C00002929,1,667 Oxford Court,,New York City,NY,10128
C00002930,41,7905 N. Valley Drive,,Manchester,NH,40899
C00002932,1,37 East Victoria Road,,New York City,NY,10129
C00002933,72,8302 Rockwell Drive,,Philadelphia,PA,48170
C00002934,72,91 South Lafayette Lane,,Philadelphia,PA,47178
C00002935,61,8682 North Applegate Street,,Fall River,MA,2724
C00002936,3,7491 E. Grant Dr.,,Columbus,OH,41699
C00002937,74,9712 Bishop Lane,,Chicago,IL,43941
C00002938,8,9842 Oakwood St.,,Washington,DC,46400
C00002939,8,73 Sunbeam Road,,Washington,DC,45503
C00002940,1,121 Mill Pond Ave.,,New York City,NY,10281
C00002941,38,270 Nicolls Dr.,,Bridgeport,CT,40750
C00002942,67,78 Wall Ave.,,Danbury,CT,47694
C00002943,1,7088 Victoria Ave.,,New York City,NY,10112
C00002944,71,50 North Sussex Street,,Somerville,MA,2143
C00002945,74,9670 Hilltop Ave.,,Chicago,IL,47708
C00002946,74,8369 Cedar Street,,Chicago,IL,44081
C00002947,19,261 Tower Street,,Atlanta,GA,42930
C00002948,47,7354 Summer Drive,,Charleston,WV,49187
C00002949,14,180 E. Meadow St.,,Las Vegas,NV,47529
C00002950,46,9213 Brickell Dr.,,San Diego,CA,46733
C00002951,76,56 Gates Avenue,,Yonkers,NY,10705
C00002952,52,885 8th St.,,New Haven,CT,45308
C00002953,3,36 Charles Dr.,,Columbus,OH,41686
C00002954,38,8634 Anderson Lane,,Bridgeport,CT,42786
C00002955,38,20 Central Street,,Bridgeport,CT,42104
C00002956,23,2 W. Plumb Branch Street,,Minneapolis,MN,47365
C00002957,23,7283 Hilltop Lane,,Minneapolis,MN,41604
C00002958,48,128 Old Liberty Dr.,,Worcester,MA,1609
C00002959,54,373 Evergreen Ave.,,Houston,TX,48079
C00002960,1,8683 Grand Street,,New York City,NY,10022
C00002961,1,65 Belmont Street,,New York City,NY,10123
C00002962,1,7597 Carriage St.,,New York City,NY,10111
C00002963,1,22 Laurel Street,,New York City,NY,10033
C00002964,8,760 West Hilltop Rd.,,Washington,DC,47270
C00002965,30,7502 Van Dyke Road,,Boise,ID,40454
C00002966,65,203 Warren Circle,,Newton,MA,2466
C00002967,53,9945 Brickell Ave.,,Hartford,CT,41234
C00002968,40,634 East Newport Court,,Fargo,ND,42568
C00002969,55,436 Redwood Dr.,,Lowell,MA,1851
C00002970,55,391 Carriage Ave.,,Lowell,MA,1851
C00002971,1,82 Applegate Dr.,,New York City,NY,10158
C00002972,1,9556 Rockland Lane,,New York City,NY,10012
C00002974,56,770 East Locust St.,,Cambridge,MA,2140
C00002975,33,93 Fulton Dr.,,Salt Lake City,UT,41033
C00002976,57,7642 Ocean Street,,New Bedford,MA,2744
C00002977,39,563 SW. Applegate Street,,Charleston,SC,41973
C00002978,33,547 South Campfire Ave.,,Salt Lake City,UT,49543
C00002979,4,158 Queen Drive,,Charlotte,NC,40398
C00002980,11,504 Grove Ave.,,Nashville,TN,43087
C00002981,16,476 Market Street,,Baltimore,MD,46494
C00002982,6,516 Sherman Rd.,,Seattle,WA,43907
C00002983,6,986 Helen Street,,Seattle,WA,43537
C00002984,60,7707 Bridge Street,,Lynn,MA,1905
C00002985,60,8777 Green Hill Lane,,Lynn,MA,1910
C00002986,14,751 Columbia Circle,,Las Vegas,NV,45859
C00002987,14,374 Alderwood St.,,Las Vegas,NV,47259
C00002988,33,78 Theatre St.,,Salt Lake City,UT,48534
C00002989,17,8598 East 2nd Court,,Milwaukee,WI,46134
C00002990,32,32 Jackson Drive,,Birmingham,AL,42553
C00002991,32,25 Fremont St.,,Birmingham,AL,43740
C00002992,11,7049 East Virginia Rd.,,Nashville,TN,44745
C00002994,18,8645 West Forest Dr.,,Albuquerque,NM,44872
C00002995,35,250 Cemetery Drive,,Sioux Falls,SD,43654
C00002996,1,346 East Beechwood Lane,,New York City,NY,10115
C00002997,1,9926 Bayport St.,,New York City,NY,10109
C00002998,1,8435 E. Cemetery Ave.,,New York City,NY,10260
C00002999,74,74 Woodsman Street,,Chicago,IL,45874
C00003000,41,845 Young St.,,Manchester,NH,40366
C00003001,1,82 E. Shipley Dr.,,New York City,NY,10101
C00003002,42,378 Glenlake Road,,Billings,MT,48534
C00003003,69,345 Circle Ave.,,Lawrence,MA,1843
C00003004,69,7116 Prospect Ave.,,Lawrence,MA,1843
C00003005,43,9779 Henry Dr.,,Wilmington,DE,44700
C00003006,22,889 North Edgewood Drive,,Virginia Beach,VA,44129
C00003007,76,218 Princeton Street,,Yonkers,NY,10705
C00003008,73,834 Homewood Drive,,New Britain,CT,45176
C00003009,62,199 Middle River St.,,Nashua,NH,46797
C00003010,62,42 Parker Ave.,,Nashua,NH,44955
C00003011,74,56 Pendergast Lane,,Chicago,IL,46640
C00003012,70,7 Tarkiln Hill Dr.,,Los Angeles,CA,48091
C00003013,51,27 Hanover Avenue,,Springfield,MA,1111
C00003014,51,797 SW. Marconi St.,,Springfield,MA,1115
C00003015,73,63 High Noon Ave.,,New Britain,CT,40789
C00003016,40,36 Church Drive,,Fargo,ND,45372
C00003017,2,9065 Academy St.,,Jacksonville,FL,46772
C00003018,61,241 S. Edgefield St.,,Fall River,MA,2724
C00003019,30,7712 South Ave.,,Boise,ID,46896
C00003020,32,8219 2nd Avenue,,Birmingham,AL,44981
C00003021,1,580 Ivy St.,,New York City,NY,10106
C00003022,1,118 University Ave.,,New York City,NY,10035
C00003023,16,153 Birchpond Court,,Baltimore,MD,48146
C00003024,60,327 Lake View Dr.,,Lynn,MA,1905
C00003025,60,788 Sunset St.,,Lynn,MA,1910
C00003026,22,92 School Ave.,,Virginia Beach,VA,40929
C00003027,62,91 Hanover Ave.,,Nashua,NH,42816
C00003028,34,8842 North Theatre Rd.,,Little Rock,AR,43181
C00003029,43,85 Sussex Ave.,,Wilmington,DE,40682
C00003030,68,89 N. Greystone Ave.,,Cranston,RI,48308
C00003031,40,77 W. Bayport Street,,Fargo,ND,40087
C00003032,40,482 Bayport Street,,Fargo,ND,41233
C00003035,27,418 Fordham Ave.,,San Antonio,TX,40576
C00003036,16,40 West Lafayette Ave.,,Baltimore,MD,44763
C00003037,64,7371 Briarwood St.,,Phoenix,AZ,46066
C00003038,6,995 S. Country Club St.,,Seattle,WA,46919
C00003039,55,91 Pumpkin Hill Dr.,,Lowell,MA,1851
C00003041,4,67 North Prince Ave.,,Charlotte,NC,45134
C00003042,18,8355 Chapel Street,,Albuquerque,NM,42443
C00003043,63,314 Forest Road,,Norwalk,CT,45711
C00003044,36,738 Sussex St.,,Providence,RI,47408
C00003045,10,13 Morris St.,,Detroit,MI,47521
C00003046,1,6 Indian Spring St.,,New York City,NY,10171
C00003047,45,961 Plymouth Street,,Cheyenne,WY,49457
C00003048,16,8 St Louis Ave.,,Baltimore,MD,45815
C00003049,6,45 North Brickyard Street,,Seattle,WA,40304
C00003050,6,915 Windfall St.,,Seattle,WA,49106
C00003051,65,218 Fordham Drive,,Newton,MA,2467
C00003054,74,693 Hickory Dr.,,Chicago,IL,43624
C00003055,51,33 Tanglewood Ave.,,Springfield,MA,1118
C00003056,38,9570 St Paul St.,,Bridgeport,CT,49384
C00003057,38,685 Rockland St.,,Bridgeport,CT,40677
C00003058,49,638A Williams Ave.,,Burlington,VT,32771
C00003059,61,54 Glen Eagles Drive,,Fall River,MA,2724
C00003060,61,474 Wood Dr.,,Fall River,MA,2724
C00003061,61,7749 Railroad St.,,Fall River,MA,2724
C00003062,41,9741 Jennings Street,,Manchester,NH,40827
C00003063,27,80 Brickell Ave.,,San Antonio,TX,40763
C00003064,42,2 Green Lake Court,,Billings,MT,41637
C00003065,24,8135 East Third St.,,New Orleans,LA,43615
C00003066,54,8339 Shady Rd.,,Houston,TX,43831
C00003067,57,91 Manor Station St.,,New Bedford,MA,2744
C00003068,57,7777 4th Dr.,,New Bedford,MA,2740
C00003069,21,656 North Oak St.,,Omaha,NE,45905
C00003070,46,9657 Ridgeview St.,,San Diego,CA,45804
C00003071,38,44 Sage Dr.,,Bridgeport,CT,48916
C00003072,1,7884 East Greenview Lane,,New York City,NY,10123
C00003073,1,947 West Pawnee Road,,New York City,NY,10279
C00003074,1,52 Newcastle Street,,New York City,NY,10095
C00003075,74,948 Lafayette St.,,Chicago,IL,45085
C00003076,57,261 East Glen Ridge St.,,New Bedford,MA,2741
C00003077,50,19 Galvin Ave.,,Buffalo,NY,14215
C00003078,50,9 Sherwood St.,,Buffalo,NY,14276
C00003079,67,524 Cedar Swamp St.,,Danbury,CT,48420
C00003080,5,4 E. University Street,,Indianapolis,IN,41581
C00003081,5,744 South Olive St.,,Indianapolis,IN,46863
C00003082,52,13 West Brandywine Ave.,,New Haven,CT,40450
C00003083,41,8216 Talbot Avenue,,Manchester,NH,45795
C00003084,23,636 East Cobblestone Rd.,,Minneapolis,MN,48238
C00003085,62,8415 Inverness Dr.,,Nashua,NH,42378
C00003086,62,19 Valley St.,,Nashua,NH,48639
C00003087,46,61 Center Rd.,,San Diego,CA,41701
C00003088,40,14 Circle St.,,Fargo,ND,44792
C00003089,46,9348 Park Drive,,San Diego,CA,43026
C00003090,32,294 Rockville Dr.,,Birmingham,AL,42577
C00003091,15,9763 Rose Street,,Louisville,KY,41680
C00003092,59,9 South Southampton Drive,,Quincy,MA,2269
C00003093,35,34 NE. Essex Lane,,Sioux Falls,SD,40899
C00003094,48,607 Arch Street,,Worcester,MA,1610
C00003095,36,7396 Littleton Drive,,Providence,RI,44303
C00003096,74,7985 Broad Street,,Chicago,IL,46986
C00003097,48,6 Orange Street,,Worcester,MA,1610
C00003098,17,8 Fawn Ave.,,Milwaukee,WI,42695
C00003099,17,7592 Queen St.,,Milwaukee,WI,46994
C00003100,2,48 10th St.,,Jacksonville,FL,45357
C00003101,1,76 Edgewater Ave.,,New York City,NY,10260
C00003102,61,8290 Bear Hill Rd.,,Fall River,MA,2724
C00003103,64,39 Shady St.,,Phoenix,AZ,45699
C00003104,4,661 S. Glendale Lane,,Charlotte,NC,44790
C00003105,68,645 SE. Cleveland St.,,Cranston,RI,42582
C00003106,72,633 Jockey Hollow Circle,,Philadelphia,PA,49539
C00003107,30,821 North Philmont Avenue,,Boise,ID,46531
C00003108,30,8606 Johnson Dr.,,Boise,ID,40741
